Product_ID,Product_Category,Launch_Region,Development_Cost,Launch_Marketing_Spend,Unit_Selling_Price,Unit_Production_Cost,First_Year_Units_Sold,Distribution_Coverage,Customer_Rating,First_Year_Profit
PRD-1495,Personal Audio,Latin America,,49000,51.99,17.95,19400,0.69,3.8,540376.0000000001
PRD-3157,Office Equipment,Latin America,104000,61000,75.25,30.52,6400,0.6,8.4,121272
PRD-1966,Kitchen Appliances,Latin America,155000,77000,122.55,49.14,10300,0.69,3.6,524123
PRD-1107,Office Equipment,Europe,120000,73000,89,31.28,11600,0.78,3.9,476552
PRD-1164,Kitchen Appliances,North America,189000,131000,243.75,97.9,13800,0.83,4.9,1692730
PRD-3376,Kitchen Appliances,Latin America,122000,81000,118.68,55.62,7600,0.69,4.1,276256.00000000006
PRD-1744,Personal Audio,Asia-Pacific,75000,60000,64.19,22.26,44900,0.82,4.7,1747656.9999999998
PRD-1713,Outdoor Tech,North America,163000,125000,175.05,64.64,13000,0.77,3.8,1147330.0000000002
PRD-3453,Outdoor Tech,North America,174000,124000,180.15,70.4,11700,0.77,4.3,986075
PRD-2295,Personal Audio,Europe,88000,71000,87.15,25.97,33600,0.79,4.2,1896648.0000000002
PRD-3222,Smart Home,Europe,187000,104000,158.47,63.8,10400,0.81,4.3,693568
PRD-1817,Gaming Gear,Asia-Pacific,187000,168000,161.99,61.2,20200,0.74,5,1680958.0000000002
PRD-1665,Personal Audio,Europe,104000,84000,87.15,25.97,39200,0.79,4,2210256.0000000005
PRD-1432,Wearable Tech,Asia-Pacific,238000,162000,259.48,95.06,20200,0.8,4.5,2921284.0000000005
PRD-1820,Consumer Electronics,Europe,436000,314000,538.92,198.9,10700,0.86,5,2888214
PRD-1490,Consumer Electronics,Europe,440000,241000,508.98,204.75,8800,0.86,5,1996224
PRD-2083,Health & Fitness,Asia-Pacific,102000,81000,93.59,31.53,27400,0.78,4.3,1517444
PRD-2494,Personal Audio,Asia-Pacific,82000,68000,55.19,21.63,36100,0.82,4.1,1061516
PRD-3319,Smart Home,Middle East,182000,95000,234.33,93.28,7800,0.53,3.7,823190
PRD-1887,Office Equipment,Europe,111000,67000,86.33,35.36,15600,0.78,4.2,617132
PRD-1410,Consumer Electronics,Latin America,200000,122000,145.59,66.34,8600,0.61,4.4,359550
PRD-2927,Gaming Gear,Asia-Pacific,233000,146000,167.39,67.32,21300,0.74,5,1752491
PRD-1932,Smart Home,Europe,,138000,140.53,55.1,13300,0.81,4.1,834219
PRD-1188,Office Equipment,North America,73000,58000,66.44,24.24,15400,0.73,3.6,518880
PRD-2013,Outdoor Tech,North America,192000,109000,164.85,66.56,13900,0.77,4,1065231
PRD-1835,Kitchen Appliances,Europe,204000,,240.87,98.01,10700,0.84,4.8,1188602.0000000002
PRD-3161,Consumer Electronics,North America,225000,198000,179.99,71.99,17700,0.84,4.2,1488600.0000000002
PRD-1096,,Latin America,151000,91000,134.16,52.38,8800,0.69,3.9,477664
PRD-1751,Consumer Electronics,North America,285000,191000,185.99,79.19,15800,0.84,4.8,1211440.0000000002
PRD-1275,Personal Audio,Europe,107000,76000,79.95,24.38,41300,0.79,4.4,2112041.0000000005
PRD-2238,,North America,68000,43000,66.44,24.24,13300,0.73,4.3,450260
PRD-2542,Wearable Tech,Asia-Pacific,300000,,266.97,103.88,14100,0.8,4.8,1805569.0000000005
PRD-2367,Office Equipment,Europe,119000,70000,89,31.28,12800,0.78,4.3,549816
PRD-2740,Health & Fitness,Latin America,99000,67000,97.51,36,9600,0.74,4.7,424496
PRD-1175,Kitchen Appliances,Europe,209000,152000,264.18,103.95,-11600,0.84,4.8,1497668.0000000002
PRD-3490,Health & Fitness,Latin America,108000,77000,103.48,34.92,11900,0.74,4.1,630864
PRD-3173,Outdoor Tech,Europe,205000,139000,187.11,71.04,8200,0.61,4.4,607774.0000000001
PRD-3336,Gaming Gear,Middle East,174000,142000,184.29,74.88,6400,0.5,3.9,384224
PRD-3160,Health & Fitness,Latin America,109000,59000,97.51,36,10000,0.74,4.1,447100
PRD-1047,Office Equipment,Europe,123000,62000,86.33,35.36,14800,0.78,4.3,569356
PRD-1777,Office Equipment,Latin America,82000,63000,70.78,25.48,6100,0.6,3.8,131330
PRD-1098,Office Equipment,North America,89000,46000,70.31,23.52,17600,0.73,4.2,688504.0000000001
PRD-2827,Office Equipment,Latin America,77000,47000,70.78,25.48,8200,0.6,3.5,247460
PRD-2349,Consumer Electronics,Asia-Pacific,370000,221000,309.43,126.88,22400,0.85,4.9,3498120.0000000005
PRD-1592,Wearable Tech,Europe,281000,187000,240.45,81.84,12500,0.77,3.9,1514624.9999999998
PRD-1321,Smart Home,North America,276000,231000,306.9,98.7,25700,0.95,5,4843740
PRD-1694,Wearable Tech,North America,339000,204000,322.92,117.3,16700,0.93,4.2,2890854
PRD-2679,Consumer Electronics,Asia-Pacific,366000,209000,328.57,123.22,17200,0.85,4.9,2957020
PRD-2746,Kitchen Appliances,Latin America,144000,96000,118.68,55.62,9100,0.69,3.9,333846.0000000001
PRD-1298,Home Automation,Europe,278000,191000,250.95,84.63,15400,0.77,4.3,2092328
PRD-3084,Kitchen Appliances,North America,251000,154000,223.05,92.56,14100,0.83,4.2,1434909.0000000002
PRD-2791,Smart Home,North America,288000,207000,306.9,98.7,23100,0.95,4.2,4314420
PRD-3245,Kitchen Appliances,Europe,221000,142000,233.1,89.1,12400,0.84,4.2,1422600
PRD-2736,Gaming Gear,Middle East,172000,135000,207.09,70.56,5500,0.5,3.5,443915
PRD-1103,Outdoor Tech,Europe,196000,147000,170.1,66.6,7700,0.61,3.9,453950
PRD-1052,Wearable Tech,Europe,270000,152000,226.71,84.48,12800,0.77,4.2,1398544.0000000002
PRD-3349,Smart Home,Middle East,153000,103000,214.62,88,8400,0.53,4.6,807608
PRD-2482,Wearable Tech,Asia-Pacific,308000,163000,259.48,95.06,18000,0.8,,2488560.0000000005
PRD-2274,Kitchen Appliances,North America,238000,155000,250.65,87.22,14500,0.83,4.1,1976735
PRD-2901,Health & Fitness,North America,155000,119000,109.19,44.94,19800,0.8,4,998150
PRD-2363,Outdoor Tech,Europe,194000,140000,170.1,66.6,8500,0.61,4.3,545750
PRD-2040,Consumer Electronics,Latin America,172000,101000,145.59,66.34,7200,0.61,4.6,297600
PRD-3007,Office Equipment,Latin America,96000,,77.48,27.16,6100,0.6,3.5,154952.00000000006
PRD-2728,Home Automation,Asia-Pacific,246000,158000,219.45,71.44,16500,0.74,4.1,2038165
PRD-3156,Gaming Gear,Middle East,191000,119000,207.09,70.56,5700,0.5,4,468221
PRD-1741,Smart Home,North America,307000,205000,306.9,98.7,26500,0.95,4.6,5005300
PRD-2256,Gaming Gear,Middle East,218000,130000,201.39,79.2,6700,0.5,4.5,470672.9999999999
PRD-1937,Gaming Gear,Asia-Pacific,239000,170000,172.79,73.44,19100,0.74,5,1488585
PRD-1799,Health & Fitness,Middle East,126000,80000,150.12,53.04,7000,0.6,4,473560.0000000001
PRD-3330,Consumer Electronics,Latin America,194000,105000,164.79,62.62,8800,0.61,3.7,600095.9999999999
PRD-2749,Smart Home,Middle East,152000,98000,240.9,82.72,7300,0.53,4.2,904714
PRD-1506,Gaming Gear,Middle East,201000,153000,189.99,66.24,5500,0.5,4,326625.0000000001
PRD-3240,Consumer Electronics,Latin America,175000,113000,174.39,60.76,10100,0.61,4.3,859663
PRD-1588,Home Automation,Asia-Pacific,235000,167000,189.53,69.16,14300,0.74,4,1319291
PRD-1856,Gaming Gear,North America,354000,258000,324.57,133.65,23800,0.89,4.4,3931896
PRD-2916,Gaming Gear,Middle East,215000,116000,184.29,74.88,6300,0.5,4.5,358283
PRD-3056,Gaming Gear,North America,361000,283000,314.1,121.5,21900,0.89,5,3573940.000000001
PRD-3264,Kitchen Appliances,North America,231000,133000,243.75,97.9,15900,0.83,4.1,1955015
PRD-3242,Wearable Tech,Europe,268000,198000,212.97,87.12,12900,0.77,3.9,1157465
PRD-2448,Office Equipment,North America,72000,55000,66.44,24.24,16800,0.73,4,581960
PRD-1241,Consumer Electronics,North America,233000,169000,197.99,76.79,17400,0.84,4.9,1706880
PRD-3239,,Middle East,154000,90000,133.44,56.16,5700,0.6,4.3,196496
PRD-2627,Gaming Gear,Asia-Pacific,200000,166000,178.19,65.28,19600,0.74,5,1847036
PRD-2633,Outdoor Tech,Europe,198000,113000,175.77,73.26,8400,0.61,3.6,550084
PRD-3209,Health & Fitness,Middle East,135000,83000,145.95,48.36,7900,0.6,3.5,552960.9999999999
PRD-2709,Consumer Electronics,Asia-Pacific,310000,228000,299.86,115.9,19100,0.85,4.7,2975636
PRD-2744,Wearable Tech,North America,320000,206000,322.92,117.3,21800,0.93,4.9,3956516
PRD-3419,Health & Fitness,Middle East,142000,78000,145.95,48.36,6600,0.6,4.2,424093.9999999999
PRD-1165,Personal Audio,Latin America,72000,51000,48.99,18.5,16200,0.69,3.8,370938.00000000006
PRD-2296,Kitchen Appliances,Latin America,154000,73000,130.29,58.86,8000,0.69,3.6,344439.9999999999
PRD-3098,Home Automation,Europe,286000,161000,215.1,81.9,16600,0.77,4.4,1764120
PRD-3110,Consumer Electronics,Europe,364000,322000,494.01,187.2,12700,0.86,4.2,3210487
PRD-2886,Gaming Gear,Middle East,187000,147000,201.39,79.2,5700,0.5,3.6,362482.9999999999
PRD-2267,Gaming Gear,Asia-Pacific,237000,162000,183.59,71.4,22900,0.74,5,2170151
PRD-1536,Gaming Gear,Middle East,168000,122000,172.89,77.04,6000,0.5,3.8,285099.9999999999
PRD-1852,Wearable Tech,Asia-Pacific,266000,198000,259.48,95.06,13800,0.8,3.9,1804996
PRD-1270,Health & Fitness,Latin America,95000,75000,97.51,36,10800,0.74,4.6,494308
PRD-1797,Office Equipment,Europe,99000,72000,91.67,34.34,11900,0.78,3.7,511227
PRD-1205,Kitchen Appliances,,242000,165000,240.87,98.01,12800,0.84,4.6,1421608.0000000002
PRD-2721,Health & Fitness,North America,168000,101000,123.59,42.42,26700,0.8,4.1,1898239
PRD-1204,Personal Audio,,98000,67000,60.59,22.89,45800,0.82,5,1561660.0000000002
PRD-2776,Kitchen Appliances,Latin America,120000,77000,134.16,52.38,10000,0.69,3.7,620800
PRD-1109,Health & Fitness,,151000,82000,145.95,48.36,6900,0.6,4.2,440370.9999999999
PRD-1804,Personal Audio,Asia-Pacific,72000,51000,65.99,19.74,35300,0.82,4.3,1509625
PRD-2694,Kitchen Appliances,North America,191000,138000,250.65,87.22,14900,0.83,4.6,2106107
PRD-1290,Consumer Electronics,Latin America,156000,121000,169.59,68.2,9100,0.61,4.1,645649
PRD-1121,Consumer Electronics,North America,248000,167000,185.99,79.19,12000,0.84,4.6,866600.0000000002
PRD-2550,Consumer Electronics,Latin America,154000,115000,169.59,68.2,9900,0.61,4.5,734761
PRD-3411,Health & Fitness,North America,,99000,127.19,46.2,27200,0.8,5,1963928
PRD-1524,Kitchen Appliances,North America,218000,135000,236.85,89.89,11600,0.83,4.7,1351735.9999999998
PRD-2861,Consumer Electronics,North America,263000,166000,191.99,86.39,16500,0.84,5,1313400.0000000002
PRD-3086,,North America,301000,225000,355.98,141.75,23800,0.89,5,4572674
PRD-3014,Wearable Tech,North America,326000,227000,269.1,103.5,21700,0.93,4.2,3040520.0000000005
PRD-2857,Office Equipment,Latin America,89000,51000,79.72,29.68,8900,0.6,3.5,305356
PRD-1141,Smart Home,North America,304000,194000,281.79,114.45,22400,0.95,4.2,3250416.000000001
PRD-2451,Health & Fitness,North America,165000,90000,119.99,38.64,27000,0.8,4.8,1941450
PRD-2239,Smart Home,Middle East,168000,119000,208.05,80.08,8100,0.53,4.3,749557.0000000001
PRD-2215,Personal Audio,Latin America,68000,51000,48.99,18.5,21500,0.69,3.5,536535
PRD-1277,Gaming Gear,Asia-Pacific,179000,136000,188.99,63.24,20700,0.74,5,2288025
PRD-2021,Consumer Electronics,North America,213000,153000,191.99,86.39,15600,0.84,4.1,1281360.0000000002
PRD-2092,Wearable Tech,Asia-Pacific,319000,201000,237.03,89.18,19000,0.8,4.5,2289150
PRD-2835,Personal Audio,Europe,92000,86000,75.15,25.18,32900,0.79,3.9,1466013.0000000002
PRD-2405,Kitchen Appliances,Europe,247000,181000,233.1,89.1,11600,0.84,4.3,1242400
PRD-1431,Health & Fitness,North America,149000,98000,109.19,44.94,22300,0.8,5,1185775
PRD-3293,Outdoor Tech,Europe,194000,140000,198.45,68.82,7800,0.61,3.6,677114
PRD-2045,Kitchen Appliances,Europe,216000,176000,240.87,98.01,13600,0.84,4.5,1550896.0000000002
PRD-2914,Personal Audio,Asia-Pacific,91000,61000,55.19,21.63,37400,0.82,4.6,1103144
PRD-2614,Personal Audio,Asia-Pacific,77000,69000,58.79,21,34000,0.82,4.4,1138860
PRD-1712,Wearable Tech,Europe,265000,189000,206.1,79.2,11700,0.77,4.2,1030730
PRD-3480,Consumer Electronics,Latin America,154000,115000,159.99,57.04,9200,0.61,3.8,678140.0000000001
PRD-1157,Gaming Gear,Asia-Pacific,191000,184000,178.19,65.28,21800,0.74,5,2086438
PRD-1719,Consumer Electronics,Asia-Pacific,320000,262000,309.43,126.88,25800,0.85,4.7,4127790
PRD-1486,Kitchen Appliances,Latin America,146000,74000,118.68,55.62,8300,0.69,4.6,303398.00000000006
PRD-2464,Personal Audio,Asia-Pacific,97000,64000,60.59,22.89,49600,0.82,4.3,1708920.0000000002
PRD-2221,Smart Home,North America,329000,213000,256.68,108.15,21300,0.95,4.7,2621689
PRD-1990,Health & Fitness,Latin America,89000,58000,91.54,37.08,12000,0.74,4.2,506520.0000000001
PRD-2398,Home Automation,Asia-Pacific,248000,166000,207.48,73.72,13900,0.74,4.1,1445263.9999999998
PRD-1455,Personal Audio,Europe,99000,65000,87.15,25.97,31500,0.79,4.3,1763170.0000000002
PRD-1427,Gaming Gear,Asia-Pacific,195000,150000,183.59,71.4,21600,0.74,4.3,2078304
PRD-2061,Health & Fitness,North America,171000,111000,109.19,44.94,28400,0.8,4.1,1542700
PRD-3283,Health & Fitness,Asia-Pacific,,90000,90.89,35.43,24900,0.78,5,1186954
PRD-2551,Smart Home,North America,326000,202000,273.42,105,25700,0.95,4.7,3800394
PRD-1021,Smart Home,North America,310000,220000,279,105,26000,0.91,,3994000
PRD-1857,Office Equipment,Europe,96000,62000,94.34,37.4,14400,0.78,4.4,661936.0000000001
PRD-2993,Outdoor Tech,Europe,163000,117000,170.1,66.6,7100,0.61,4.5,454850
PRD-2076,Gaming Gear,Middle East,176000,149000,184.29,74.88,5900,0.5,3.5,320519
PRD-3124,Personal Audio,Asia-Pacific,95000,58000,55.19,21.63,46600,0.82,4.3,1410896
PRD-1977,Office Equipment,Europe,123000,62000,80.99,36.38,13700,0.78,3.6,426156.9999999999
PRD-1609,Smart Home,Middle East,144000,105000,208.05,80.08,6300,0.53,4.1,557211.0000000001
PRD-3051,Health & Fitness,North America,167000,96000,130.79,41.16,20800,0.8,4.1,1601304
PRD-1639,Smart Home,Middle East,167000,113000,234.33,93.28,6900,0.53,3.9,693245.0000000001
PRD-1548,Office Equipment,North America,83000,44000,64.5,22.08,13000,0.73,3.5,424460
PRD-1790,Consumer Electronics,Europe,380000,291000,479.04,210.6,9700,0.86,4.2,1932868.0000000005
PRD-1262,,Europe,283000,196000,226.71,84.48,16000,0.77,3.9,1796680.0000000005
PRD-2871,Health & Fitness,North America,134000,110000,119.99,38.64,27700,0.8,4.2,2009395
PRD-2445,Personal Audio,Europe,96000,77000,84.75,29.15,35000,0.79,4.3,1773000
PRD-3094,Personal Audio,Asia-Pacific,83000,53000,60.59,22.89,42800,0.82,4.5,1477560.0000000002
PRD-3109,Smart Home,Middle East,173000,,234.33,93.28,6200,0.53,4,600510.0000000001
PRD-2707,Office Equipment,Latin America,82000,63000,81.95,26.32,8600,0.6,4.2,333418
PRD-1667,Gaming Gear,Asia-Pacific,235000,154000,167.39,67.32,19400,0.74,4.9,1552357.9999999998
PRD-2708,Home Automation,Europe,297000,198000,243.78,95.55,17700,0.77,4.8,2128671.0000000005
PRD-1376,Gaming Gear,North America,329000,248000,314.1,121.5,19500,0.89,5,3178700.0000000005
PRD-2338,Home Automation,Asia-Pacific,255000,141000,201.5,82.84,17400,0.74,4.5,1668684
PRD-2779,Smart Home,Middle East,175000,107000,221.19,95.92,7900,0.53,4,707633
PRD-3196,Kitchen Appliances,Latin America,134000,93000,134.16,52.38,10300,0.69,4.2,615334
PRD-2377,Office Equipment,Latin America,83000,49000,77.48,27.16,7300,0.6,4.2,235336.00000000006
PRD-1023,Outdoor Tech,North America,185000,125000,169.95,64,11800,0.74,4.3,940209.9999999998
PRD-1752,Smart Home,Europe,180000,118000,158.47,63.8,11600,0.81,4.2,800172
PRD-2634,Kitchen Appliances,North America,198000,160000,243.75,97.9,12400,0.83,5,1450540
PRD-2216,Gaming Gear,North America,399000,265000,314.1,121.5,20700,0.89,5,3322820.0000000005
PRD-1745,Kitchen Appliances,Europe,252000,147000,256.41,95.04,12500,0.84,4.3,1618125
PRD-1230,Consumer Electronics,Latin America,161000,102000,164.79,62.62,7500,0.61,4.5,503274.9999999999
PRD-1234,Personal Audio,Asia-Pacific,83000,53000,55.19,21.63,49600,0.82,4.8,1528576
PRD-2809,Smart Home,Middle East,147000,,201.48,90.64,8600,0.53,3.8,690223.9999999999
PRD-1237,Office Equipment,Latin America,78000,52000,81.95,26.32,6200,0.6,4.1,214906
PRD-1832,Wearable Tech,Europe,250000,191000,219.84,95.04,17000,0.77,4.5,1680600
PRD-2268,Office Equipment,North America,79000,47000,60.63,22.8,14700,0.73,4.1,430101
PRD-2970,Consumer Electronics,Latin America,172000,101000,169.59,68.2,10100,0.61,3.9,751039
PRD-2164,Personal Audio,Asia-Pacific,83000,53000,64.19,22.26,46200,0.82,4.1,1801165.9999999998
PRD-2100,Consumer Electronics,Latin America,166000,120000,150.39,58.9,8800,0.61,4.2,519111.9999999999
PRD-1193,Outdoor Tech,Europe,,138000,198.45,68.82,10000,0.61,4.4,941300
PRD-2418,Office Equipment,North America,86000,51000,58.7,25.68,15400,0.73,4.2,371508.00000000006
PRD-2860,Health & Fitness,Latin America,92000,68000,103.48,34.92,9100,0.74,3.9,463896
PRD-1502,Wearable Tech,Europe,252000,200000,206.1,79.2,14500,0.77,4.5,1388049.9999999998
PRD-1924,Personal Audio,Asia-Pacific,94000,52000,56.99,19.11,50400,0.82,4.6,1763152.0000000002
PRD-1351,Smart Home,North America,319000,249000,281.79,114.45,28100,0.95,5,4134254.000000001
PRD-2615,Kitchen Appliances,Europe,259000,171000,233.1,89.1,14500,0.84,4,1658000
PRD-1704,Kitchen Appliances,North America,198000,160000,209.25,95.23,13500,0.83,4.6,1181270
PRD-3368,Home Automation,Europe,292000,179000,222.27,90.09,16500,0.77,4.8,1709970
PRD-1445,Kitchen Appliances,Europe,214000,168000,271.95,92.07,11500,0.84,4.1,1686620
PRD-2218,Home Automation,Asia-Pacific,198000,140000,189.53,69.16,18200,0.74,4.2,1852734
PRD-3057,Office Equipment,Europe,98000,68000,91.67,34.34,13100,0.78,4.1,585023
PRD-2081,Consumer Electronics,North America,283000,182000,197.99,76.79,12200,0.84,4.8,1013640
PRD-2702,Wearable Tech,Europe,257000,163000,247.32,89.76,13200,0.77,4.2,1659792
PRD-3025,Personal Audio,Latin America,72000,51000,53.49,19.61,20900,0.69,3.5,585092
PRD-2479,Smart Home,Middle East,149000,121000,234.33,93.28,7300,0.53,3.8,759665.0000000001
PRD-1596,Gaming Gear,Middle East,222000,143000,178.59,68.4,7100,0.5,4.5,417349
PRD-1611,Health & Fitness,North America,,116000,119.99,38.64,25500,0.8,4.9,1823424.9999999998
PRD-1094,Wearable Tech,North America,336000,193000,296.01,110.4,21300,0.93,4.9,3424492.9999999995
PRD-3412,Wearable Tech,Asia-Pacific,308000,163000,244.51,98,16600,0.8,4.5,1961066
PRD-2851,Smart Home,North America,279000,242000,256.68,108.15,27800,0.95,4.9,3608134
PRD-1627,Office Equipment,Latin America,103000,58000,73.01,28,8900,0.6,3.7,239589.00000000006
PRD-2046,Gaming Gear,Middle East,209000,138000,201.39,79.2,5400,0.5,3.7,312825.9999999999
PRD-2907,Office Equipment,Europe,123000,62000,94.34,37.4,12600,0.78,4,532444.0000000001
PRD-1265,Kitchen Appliances,Europe,235000,141000,248.64,106.92,15200,0.84,4.2,1778143.9999999995
PRD-1640,Consumer Electronics,Europe,348000,266000,494.01,187.2,9200,0.86,5,2208652
PRD-3231,Health & Fitness,North America,153000,113000,116.39,43.68,24000,0.8,4,1479040.0000000002
PRD-3163,Health & Fitness,Asia-Pacific,112000,89000,85.49,29.58,26300,0.78,4.8,1269433
PRD-1510,Health & Fitness,Latin America,114000,76000,109.45,33.84,9600,0.74,4.1,535856
PRD-1009,Smart Home,Middle East,165000,110000,219,88,7200,0.58,4.2,668200
PRD-1037,Gaming Gear,Asia-Pacific,204000,182000,167.39,67.32,22900,0.74,4.7,1905603
PRD-3389,,Middle East,123000,98000,129.27,51.48,6000,0.6,4.4,245740.00000000012
PRD-3295,Personal Audio,Latin America,74000,41000,54.99,17.39,20700,0.69,3.9,663320
PRD-3228,Office Equipment,North America,90000,51000,64.5,22.08,14900,,4.3,491058
PRD-1765,Personal Audio,Latin America,73000,39000,53.49,19.61,19200,,4.2,538496
PRD-3435,Personal Audio,Europe,93000,66000,82.35,26.77,38500,0.79,4.3,1980830
PRD-2547,Office Equipment,Europe,109000,60000,97.01,33.32,14600,0.78,4.2,760874.0000000001
PRD-2129,Health & Fitness,Middle East,124000,76000,129.27,51.48,8200,0.6,4,437878.0000000001
PRD-1786,Kitchen Appliances,Latin America,,89000,138.03,57.24,9000,0.69,3.7,513109.9999999999
PRD-3277,Office Equipment,Latin America,98000,62000,79.72,29.68,9100,0.6,3.7,295364
PRD-1879,Smart Home,Middle East,147000,116000,214.62,88,6200,0.53,4.5,522044
PRD-2770,Health & Fitness,Latin America,113000,73000,109.45,33.84,10600,0.74,4.5,615466
PRD-2929,Smart Home,Middle East,188000,117000,214.62,88,8200,0.53,4.1,733284
PRD-1889,health & fitness,Middle East,140000,74000,141.78,54.6,6100,0.6,3.5,317798
PRD-1266,Gaming Gear,Middle East,224000,150000,207.09,70.56,6100,0.5,4.5,458833
PRD-1181,Consumer Electronics,North America,,196000,191.99,86.39,14700,0.84,4.2,1116320.0000000002
PRD-2003,Outdoor Tech,Europe,169000,137000,175.77,73.26,9800,0.61,4.5,698598
PRD-1325,Kitchen Appliances,Europe,228000,166000,256.41,95.04,12100,0.84,4.9,1558577
PRD-3068,Home Automation,Europe,248000,204000,236.61,87.36,15100,0.77,4.6,1801675
PRD-3353,Outdoor Tech,Europe,188000,121000,204.12,75.48,9400,0.61,4.3,900215.9999999998
PRD-1561,Smart Home,North America,335000,235000,281.79,114.45,23100,0.95,4.7,3295554.000000001
PRD-3105,Personal Audio,Europe,94000,70000,77.55,27.56,32600,0.79,4.3,1465673.9999999998
PRD-1010,Consumer Electronics,Europe,400000,280000,499,195,11000,0.84,4.7,2664000
PRD-2272,Wearable Tech,Asia-Pacific,294000,175000,259.48,95.06,14300,0.8,4.4,1882206
PRD-1642,Wearable Tech,Asia-Pacific,252000,209000,259.48,95.06,17000,0.8,4.2,2334140.0000000005
